gender,region,education,age,responses_t1_1,responses_t1_2,responses_t2_1,responses_t2_2,responses_t3_1,responses_t3_2,responses_t4_1,responses_t4_2,responses_t5_1,responses_t5_2,responses_t6_1,responses_t6_2,responses_t7_1,responses_t7_2,responses_t8_1,responses_t8_2,responses_t9_1,responses_t9_2,responses_t10_1,responses_t10_2,responses_t11_1,responses_t11_2,responses_t12_1,responses_t12_2,responses_t13_1,responses_t13_2,responses_t14_1,responses_t14_2,responses_t15_1,responses_t15_2,responses_t16_1,responses_t16_2,responses_t17_1,responses_t17_2,responses_t18_1,responses_t18_2,responses_t19_1,responses_t19_2,responses_t20_1,responses_t20_2,prediction_age,age_imputed,prediction_education,education_imputed,prediction_gender,gender_imputed
female,Arequipa,undergraduate,NA,1,2,0,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,1,2,1,1,0.5,1,1,1,1.5,1,0.5,1,0,2,1,1,0,2,1,1,0.5,1,35.888306,35.888306,NA,undergraduate,NA,female
female,Lima,NA,19,1,2,1,2,1,2,0.5,1,1,2,0.5,1,0.5,1,1,2,0,2,0.5,1,1,2,0.5,1,1,1,1.5,1,0.5,1,1.5,1,0.5,1,0.5,1,0,1,0.5,1,NA,19,undergraduate,undergraduate,NA,female
male,Extranjero,undergraduate,22,1,1,1,1,1,1,1,2,1,2,1,2,0,1,0,1,0,1,0,2,0.5,1,1,2,1,1,0,1,1,1,0,1,1,2,0,1,1,1,0,1,NA,22,NA,undergraduate,NA,male
male,Lima Metropolitana,undergraduate,26,0.5,2,1,2,1,2,0,1,1,2,1,2,0.5,1,0.5,1,0,1,1,1,1,1,0.5,1,0.5,1,1.5,1,1,2,0,2,1,2,0,2,1,2,1,1,NA,26,NA,undergraduate,NA,male
male,Lima,graduate,45,1,2,0,2,1,2,0,2,0,2,0,1,0.5,1,0,1,0,2,1,1,0,1,0,1,1,2,1,2,0,1,1,1,0,1,0.5,2,0,1,0.5,1,NA,45,NA,graduate,NA,male
male,Extranjero,undergraduate,22,0,1,1,1,1,1,1,2,1,2,1,2,0,1,0,1,0,1,0,2,0.5,1,1,2,1,1,0,1,1,1,0,1,1,2,0,1,1,1,0,1,NA,22,NA,undergraduate,NA,male
male,Lima,graduate,24,1,2,1,1,1,2,1,1,1,2,0,1,1,2,1,2,0,1,1,1,1,1,1,1,0,1,0,2,1,2,0,1,1,2,1,1,0,1,1,1,NA,24,NA,graduate,NA,male
NA,Lima Metropolitana,graduate,20,0.5,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,1,1,0,1,0.5,1,0,1,NA,20,NA,graduate,male,male
female,Lima,secondary,25,1,2,1,2,1,2,1,2,1,2,1,1,0,1,0,1,0,2,0,1,1,2,1,2,0.5,1,1.5,1,1,2,1.5,1,1,2,0.5,1,0,1,0.5,1,NA,25,NA,secondary,NA,female
female,Lima,secondary,25,0,2,1,2,1,2,0.5,2,1,2,1,2,0,2,0,2,0,2,0,2,1,2,1,2,1,2,0,2,1,2,1.5,2,1,2,1,2,0,2,0.5,2,NA,25,NA,secondary,NA,female
female,Callao,graduate,63,1,2,1,1,1,2,0.5,2,1,1,0.5,1,0,1,0,2,0,2,1,1,1,1,1,1,1,2,0,1,1,1,0,1,1,2,0,1,0.5,1,1,1,NA,63,NA,graduate,NA,female
male,Lima,undergraduate,23,1,2,1.5,1,1,2,0.5,1,1,2,1,1,1,1,1,1,1,2,1,1,0,1,0,1,1,2,1,2,1,1,1,1,1,1,0.5,1,0,1,0.5,1,NA,23,NA,undergraduate,NA,male
male,Lima,undergraduate,21,0,2,1,2,1,2,1,2,1,1,0.5,1,0,1,0.5,1,0,2,0.5,1,1,1,1,2,1,1,1.5,1,1,1,1.5,1,0.5,2,0,2,0.5,1,1,1,NA,21,NA,undergraduate,NA,male
NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.5,1,0,1,0,1,NA,NA,NA,NA,NA,NA
male,Lima,graduate,40,1,2,1,2,1,2,0.5,1,1,1,1,1,0,1,0,1,0,2,0.5,1,1,1,1,2,0.5,1,0,1,1,1,0,1,1,2,1,2,0.5,1,1,1,NA,40,NA,graduate,NA,male
NA,NA,NA,NA,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
female,Arequipa,undergraduate,67,0.5,2,1,1,1,2,NA,NA,1,1,1,1,NA,NA,0.5,1,NA,NA,0.5,1,0,1,1,2,1,2,1.5,2,1,1,1.5,2,0.5,1,0.5,2,0.5,1,1,2,NA,67,NA,undergraduate,NA,female
female,Lima,undergraduate,43,1,2,1,1,1,2,0.5,1,1,1,1,2,1,1,1,1,0,2,1,1,1,1,1,2,1,2,0,2,1,1,1.5,2,0.5,1,0,1,0.5,1,0,1,NA,43,NA,undergraduate,NA,female
male,Lima Provincias,undergraduate,23,0.5,2,1,2,1,2,1,1,0,2,1,1,0,1,0.5,1,0,2,0.5,1,1,2,1,2,1,1,0,1,1,2,1.5,1,1,2,0.5,2,0.5,1,1,1,NA,23,NA,undergraduate,NA,male
NA,NA,NA,NA,0,2,1,2,1,2,0,2,1,1,1,1,0,1,0.5,1,0,2,0,1,0,2,1,2,1,2,1,2,1,1,1.5,1,1,2,0.5,2,0,1,0.5,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
female,Lima,undergraduate,21,0,1,1,2,1,1,0.5,1,1,2,1,1,1,1,0,1,0,2,0,1,1,1,1,2,0.5,1,0,1,1,2,0,1,1,2,0.5,1,0.5,1,0.5,1,NA,21,NA,undergraduate,NA,female
female,Lima,graduate,49,0.5,2,1,1,1,2,0.5,2,0,2,1,1,1,2,1,2,0,2,1,1,1,1,1,2,1,2,0,2,1,2,0,2,0,1,1,1,1,1,0.5,1,NA,49,NA,graduate,NA,female
male,Extranjero,graduate,40,1,2,0,1,1,2,1,2,1,1,0.5,1,1,2,1,2,0.5,1,1,2,0.5,1,0,1,1,2,0,1,1,1,1,1,0.5,1,0.5,2,0,1,1,1,NA,40,NA,graduate,NA,male
male,Lima,graduate,39,1,2,0,1,1,1,1,1,1,1,0,2,1,2,0.5,1,1,2,1,1,0.5,1,1,2,0.5,1,0,1,1,1,0,1,0,2,1,1,0.5,1,1,1,NA,39,NA,graduate,NA,male
female,Lima Metropolitana,undergraduate,46,0,2,1,2,1,1,1,1,1,1,1,1,0,1,0,1,0,2,0,1,1,2,1,1,0.5,1,0,1,1,1,0,2,1,2,1,1,1,2,1,1,NA,46,NA,undergraduate,NA,female
male,Extranjero,graduate,40,1,2,0,1,1,2,1,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,0.5,1,0,1,1,2,0,1,1,1,1.5,1,0.5,1,0.5,1,0,1,1,1,NA,40,NA,graduate,NA,male
NA,NA,NA,NA,1,1,1,1,1,2,1,2,1,1,0,1,1,1,0,1,0,2,0.5,1,1,2,1,2,1,2,0,1,1,1,0,1,1,2,0,2,0,1,1,1,NA,NA,NA,NA,NA,NA
male,Lima Metropolitana,graduate,62,0,2,1,1,1,2,1,2,1,1,1,1,0,1,0.5,1,0,2,0,2,1,1,1,1,1,1,1.5,2,1,1,0,1,1,1,0,1,0.5,1,0,1,NA,62,NA,graduate,NA,male
male,Callao,undergraduate,55,1,2,0,2,1,2,1,2,1.5,1,0,1,1,2,1,2,0,2,1,2,0,2,1,2,1,2,1,2,0,1,0,2,0,2,0,2,0,1,0,2,NA,55,NA,undergraduate,NA,male
female,Lima,graduate,35,1,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0.5,1,0.5,1,0.5,1,1,1,1,2,0,2,1,1,1.5,1,1,1,1,2,0.5,1,0.5,1,NA,35,NA,graduate,NA,female
female,Lima,secondary,NA,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,0,2,0.5,1,1,1,0.5,1,1,2,0,1,0.5,1,0,1,1,1,1,1,0,1,1,1,29.497776000000002,29.497776000000002,NA,secondary,NA,female
male,Lima,graduate,29,0,1,1,2,1,1,1,1,1,1,1,2,0,1,0,1,0,2,0,1,0.5,1,0.5,1,1,1,0,2,1,2,0,1,1,2,0,1,0.5,1,0.5,1,NA,29,NA,graduate,NA,male
male,NA,NA,NA,0,2,1,2,1,2,1,2,1,2,1,1,0,1,1,1,0,2,1,1,1,2,1,2,1,2,0,2,1,1,0,2,1,2,0,2,1,2,1,1,NA,NA,NA,NA,NA,male
male,Callao,undergraduate,26,0,2,1,2,1,2,1,1,1,2,1,1,0,1,0,1,0,2,0,1,1,1,0,1,1,1,1,1,1,2,1.5,1,1,2,0.5,1,0,1,0.5,1,NA,26,NA,undergraduate,NA,male
NA,NA,NA,NA,1,2,1,1,1,2,1,1,1,1,1,1,1,1,0,1,0,2,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA
female,Lima,undergraduate,20,0.5,2,1,1,1,1,1,1,1,2,0,1,0.5,1,0.5,1,0.5,2,0.5,1,0.5,1,0.5,1,1,1,1,1,1,2,1.5,1,0.5,1,0.5,1,0.5,1,1,1,NA,20,NA,undergraduate,NA,female
female,Lima Metropolitana,graduate,46,0,1,1,1,1,1,0.5,1,1,1,1,1,0.5,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,46,NA,graduate,NA,female
male,Lima,graduate,76,1,2,1,1,1,2,1,2,1.5,1,1,1,0,1,1,2,1,1,1,1,0,2,1,1,1,2,1,1,1,1,1,1,0,1,1,2,0,1,1,1,NA,76,NA,graduate,NA,male
male,Lima Metropolitana,undergraduate,31,0,1,1,1,1,2,1,1,1,1,1,1,0,1,0,2,0,1,0,1,0.5,1,1,2,1,1,0,2,1,1,0,1,1,1,0,2,0.5,1,1,1,NA,31,NA,undergraduate,NA,male
female,Lima Metropolitana,graduate,43,1,2,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0.5,1,0,1,1,1,0,1,1,1,1,1,1.5,1,1,1,0,1,1,1,0,2,0,1,1,1,NA,43,NA,graduate,NA,female
NA,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.5,1,1,1,1,1,NA,NA,NA,NA,NA,NA
male,Lima,graduate,59,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,1,1,1,1,1,2,0,1,1,1,0,1,0.5,2,0,1,0,1,NA,59,NA,graduate,NA,male
male,Ica,NA,89,0.5,2,NA,NA,1,2,1,2,1,2,1,2,0.5,1,0.5,1,0,2,1,1,1,2,0.5,1,0.5,1,0,2,0.5,1,0,2,1,2,0,1,1,2,1,1,NA,89,NA,NA,NA,male
male,Callao,secondary,48,1,2,0,1,1,2,1,1,1,1,1,1,0.5,2,1,1,0,2,1,2,1,2,1,1,1,1,1.5,2,1,1,0,1,1,2,0.5,1,1,1,1,2,NA,48,NA,secondary,NA,male
male,Lima,secondary,19,0.5,2,1,2,1,2,1,1,1.5,1,0,1,0,1,0.5,2,1,2,0.5,1,1,1,0.5,2,1,2,1.5,1,1,1,1.5,1,1,2,0.5,1,1,1,0.5,1,NA,19,NA,secondary,NA,male
female,Lima,graduate,70,1,1,0,1,NA,NA,0.5,1,1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,2,1,1,0,1,1,1,0,1,1,1,1,1,0.5,1,1,1,NA,70,NA,graduate,NA,female
male,Cusco,NA,62,1,2,0,1,1,2,1,1,1,1,0.5,1,0,1,1,1,1,1,0.5,1,0.5,1,0,1,0.5,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,NA,62,undergraduate,undergraduate,NA,male
female,Lima Metropolitana,secondary,68,1,2,1.5,1,1,1,0,1,1,1,0,1,1,1,0,1,0,2,1,1,1,2,1,2,1,2,0,1,1,1,1,1,0,1,0,1,0,1,1,1,NA,68,NA,secondary,NA,female
female,Lima Metropolitana,NA,27,1,2,1,2,1,2,1,1,1,2,1,2,0.5,1,1,1,0,2,1,2,1,2,1,1,1,1,1.5,1,1,2,0,1,1,1,0,1,0.5,1,1,2,NA,27,undergraduate,undergraduate,NA,female
NA,NA,NA,NA,1,2,1.5,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,0.5,1,0.5,1,1,1,1,2,0,1,0.5,1,1,1,1,1,0.5,1,0.5,1,1,1,NA,NA,NA,NA,NA,NA
female,Lima Metropolitana,graduate,34,1,2,1,2,1,2,1,1,1,2,1,1,0,1,0.5,1,0,2,1,1,0.5,1,1,1,1,2,1,2,1,1,1.5,1,1,1,0.5,1,0.5,1,1,1,NA,34,NA,graduate,NA,female
NA,Lima,undergraduate,25,0.5,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0.5,1,1,1,NA,25,NA,undergraduate,female,female
female,Lima,undergraduate,27,1,2,1,1,1,2,1,1,1,2,0.5,1,0.5,1,1,1,0,1,0.5,1,0.5,1,1,2,1,2,1.5,1,1,1,0,2,1,2,0,1,1,1,0,1,NA,27,NA,undergraduate,NA,female
male,Lima,undergraduate,21,1,2,0,2,1,2,1,1,0,1,0,1,1,2,1,1,0,2,1,1,0,1,1,1,1,1,0,2,1,1,0,1,0,1,0,1,0,1,1,1,NA,21,NA,undergraduate,NA,male
female,Lima,undergraduate,25,0.5,2,1,2,0.5,2,1,2,1,2,1,2,0.5,2,0,2,0,2,0.5,1,1,2,1,2,1,1,0,1,1,2,0,2,1,2,0.5,1,NA,NA,0,1,NA,25,NA,undergraduate,NA,female
male,Lima,NA,46,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.5,1,0,1,0,1,1,1,0.5,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,NA,46,graduate,graduate,NA,male
male,Lima Metropolitana,undergraduate,48,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0.5,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,NA,48,NA,undergraduate,NA,male
female,Lima Metropolitana,graduate,NA,1,2,1,2,1,2,1,1,1,2,0.5,1,1,2,1,1,0,2,1,2,0.5,1,1,1,1,2,0,1,1,2,0,1,1,2,0,1,1,1,1,1,26.882519,26.882519,NA,graduate,NA,female
male,Lima,graduate,NA,1,2,1.5,1,1,2,1,2,1,1,0,1,0.5,1,1,1,0.5,1,1,1,0,1,0.5,1,1,2,1,1,1,1,1,1,0,1,1,2,0,1,0,1,42.85876,42.85876,NA,graduate,NA,male
male,Lima,undergraduate,45,1,2,1,1,1,2,0.5,1,0,1,1,1,1,2,0,1,0.5,2,1,2,1,1,1,1,1,1,0,2,1,2,1,1,0,2,0,1,0.5,1,1,2,NA,45,NA,undergraduate,NA,male
female,Lima Metropolitana,undergraduate,26,1,2,1,2,1,2,1,1,1,2,1,1,1,1,0,1,0,2,0.5,1,1,1,1,1,1,2,0,1,1,2,0,1,1,2,1,2,1,2,0.5,2,NA,26,NA,undergraduate,NA,female
male,Lima Metropolitana,undergraduate,69,1,2,0,2,1,1,1,1,1,1,0,1,1,2,1,1,0.5,1,1,2,0,1,0,1,1,2,1,2,0,1,1,1,0,1,1,1,0,1,1,2,NA,69,NA,undergraduate,NA,male
male,Lima,graduate,45,1,2,0,1,1,1,1,2,1,1,0,2,1,1,1,1,1,2,1,1,0.5,1,0,1,1,2,0,1,1,1,0,1,1,1,1,2,1,1,1,1,NA,45,NA,graduate,NA,male
diverse,Lima,secondary,19,0.5,1,1,2,1,2,1,2,1,1,0.5,1,0.5,1,0,1,0,1,0,2,0.5,1,1,1,1,1,0,1,1,2,1.5,1,1,2,0.5,2,1,2,1,2,NA,19,NA,secondary,NA,diverse
male,NA,NA,NA,1,2,1.5,1,0.5,2,1,2,1,1,1,1,0.5,2,1,2,1,1,1,2,1,1,0.5,1,1,2,0,1,1,1,1.5,2,1,1,0,2,0,1,0.5,1,NA,NA,NA,NA,NA,male
male,Lima,graduate,NA,1,2,1,1,1,2,1,1,1,1,0.5,1,0.5,1,0,1,0,2,0,1,1,1,1,1,1,1,1.5,1,1,2,1.5,1,1,1,0.5,2,0,1,1,2,41.08058,41.08058,NA,graduate,NA,male
male,Lima Metropolitana,undergraduate,49,0,1,1,2,1,2,1,1,1,1,1,1,0,1,0,1,0.5,2,0.5,1,1,1,1,1,1,2,1.5,1,1,2,0,1,1,2,1,1,0.5,1,0.5,1,NA,49,NA,undergraduate,NA,male
male,Lima,undergraduate,21,0,1,1,2,1,2,0,1,1,2,1,1,0,1,0,1,0,2,0.5,1,1,2,1,1,0.5,1,0,2,1,2,0,1,1,2,1,2,1,2,1,1,NA,21,NA,undergraduate,NA,male
male,Callao,undergraduate,20,1,1,1,1,1,1,0,1,1,1,0.5,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,NA,20,NA,undergraduate,NA,male
female,Lima,undergraduate,29,0.5,2,1,2,1,2,1,1,1,2,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1.5,1,1,1,0,1,1,2,0.5,1,1,1,1,1,NA,29,NA,undergraduate,NA,female
NA,NA,NA,NA,0.5,1,1,2,1,2,1,1,1,2,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,2,1.5,1,1,2,0,1,1,1,1,2,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,1,0,1,1,2,1,2,1,1,0,1,0,1,1,1,0.5,2,1,2,1,1,1,1,1,1,0,2,0,1,1.5,1,0,2,1,2,0,1,1,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,0,2,0,1,1,2,1,1,1,1,0,1,1,1,0.5,2,1,2,0.5,2,0.5,1,0.5,1,1,2,1,2,0.5,1,1.5,1,0.5,2,0,2,0,1,1,2,NA,NA,NA,NA,NA,NA
female,Lima,undergraduate,28,0.5,1,1,2,1,1,1,1,1,1,1,1,0,1,0.5,1,0,1,0.5,1,1,1,1,1,0,1,1.5,1,1,1,0,1,1,2,0.5,1,0.5,1,0.5,1,NA,28,NA,undergraduate,NA,female
male,Lima Metropolitana,undergraduate,23,1,2,1,2,1,2,0.5,1,1,2,0,1,0.5,2,0,1,1,1,0.5,1,0.5,1,1,1,1,2,1,2,1,2,1,2,0,1,1,2,0,1,1,2,NA,23,NA,undergraduate,NA,male
NA,NA,NA,NA,0,2,1.5,1,1,2,1,2,1,1,0,2,0,1,0.5,1,1,1,1,2,1,1,0.5,1,1,2,1,2,0.5,1,1.5,1,1,2,1,1,0,1,0.5,1,NA,NA,NA,NA,NA,NA
male,Lima Metropolitana,NA,70,1,2,0,1,1,2,1,2,0,1,0.5,1,1,2,1,1,0,2,1,1,0.5,1,1,1,1,2,0,2,0,1,1,1,0,2,0,2,0,1,1,1,NA,70,graduate,graduate,NA,male
male,Extranjero,secondary,25,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,0,1,1,2,1,2,1,2,0,1,1,1,0,1,1,1,0.5,1,0.5,1,0.5,1,NA,25,NA,secondary,NA,male
male,Lima Metropolitana,undergraduate,25,0,2,1,2,1,2,0,2,1,2,1,2,0,2,1,2,0,2,0,2,1,2,1,2,1,2,1,2,1,2,0,2,1,2,0,2,0,1,1,2,NA,25,NA,undergraduate,NA,male
male,Piura,undergraduate,39,0.5,2,1,1,1,2,1,1,1,1,1,1,0,1,0,1,0,2,1,1,1,1,1,2,1,1,0,1,1,1,1.5,2,1,2,0,1,1,2,1,1,NA,39,NA,undergraduate,NA,male
male,Lima,NA,28,0,1,1,2,0,1,1,1,1.5,1,1,2,0,1,0.5,1,0,2,1,1,1,1,1,2,1,1,0,2,1,2,0,1,1,1,0,2,1,2,0,1,NA,28,undergraduate,undergraduate,NA,male
male,Lima,undergraduate,20,0,2,1,2,1,2,1,1,1,2,1,1,0,1,0,1,0,2,1,1,1,2,0,1,0,1,0,2,1,2,0,1,1,2,0.5,1,1,1,0,1,NA,20,NA,undergraduate,NA,male
NA,NA,NA,NA,0.5,2,1,2,1,2,1,2,1,2,1,2,0,1,0,1,0,2,0,1,1,2,1,2,0.5,1,0,2,1,1,0,1,1,2,0.5,1,1,2,1,1,NA,NA,NA,NA,NA,NA
female,Lima,graduate,36,1,2,1,1,1,2,0,1,1,1,0.5,1,1,2,1,2,0.5,1,1,1,0.5,1,1,1,1,1,0,1,0,1,0,1,0.5,1,1,2,1,1,1,1,NA,36,NA,graduate,NA,female
female,Lima,NA,25,0.5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1.5,1,1,1,0,1,1,1,0.5,1,0.5,1,1,1,NA,25,undergraduate,undergraduate,NA,female
NA,NA,NA,NA,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,1,1,1,1,2,1,1,0,1,1,1,0,1,1,1,0.5,1,0.5,1,1,1,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,2,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,1,0,2,0,1,1,1,0,1,1,2,NA,NA,NA,NA,NA,NA
female,Lima Metropolitana,graduate,65,1,2,1.5,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,0,1,1,1,1,2,1.5,1,0,1,1.5,1,0.5,1,0.5,1,0,1,0.5,1,NA,65,NA,graduate,NA,female
female,Lima,secondary,21,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,NA,21,NA,secondary,NA,female
male,Piura,undergraduate,30,1,2,0,1,1,1,1,1,1,1,0.5,1,0,1,0.5,1,0,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,0,1,1,2,0,1,0,1,NA,30,NA,undergraduate,NA,male
male,Lima,undergraduate,32,0.5,2,1,1,1,1,0,2,1,1,1,1,0,1,0,1,0,2,0.5,1,1,1,1,2,0.5,1,0,2,1,1,1,1,1,1,0.5,1,0,1,0.5,1,NA,32,NA,undergraduate,NA,male
female,Lima,secondary,20,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,0,1,1,1,0.5,1,1,1,0,1,1,1,1.5,1,1,1,0,1,0,1,0,1,NA,20,NA,secondary,NA,female
NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,0.5,1,0,1,0.5,1,0,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,0,1,1,2,0,1,0,1,NA,NA,NA,NA,NA,NA
male,Lima,undergraduate,35,1,2,0,1,1,1,1,1,1,1,0,1,1,2,1,1,0.5,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1.5,1,0.5,2,0,1,1,1,0.5,1,NA,35,NA,undergraduate,NA,male
male,Lima,graduate,47,1,2,0,1,1,2,1,1,0,1,0,1,0,1,1,1,0.5,1,1,1,0,1,0.5,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,NA,47,NA,graduate,NA,male
NA,NA,NA,NA,1,2,1.5,1,1,2,1,2,1,1,0.5,1,0.5,1,1,2,1,1,1,2,0.5,1,0.5,1,1,2,1.5,1,0,1,0,2,1,2,0.5,2,1,2,0.5,1,NA,NA,NA,NA,NA,NA
male,Lima,secondary,20,0.5,2,1.5,1,1,2,1,1,1,1,0,1,0.5,1,0,1,0.5,2,1,1,0,1,1,1,1,2,1,2,1,2,1,1,1,1,0.5,2,0,1,0,1,NA,20,NA,secondary,NA,male
male,Extranjero,graduate,34,1,1,1,2,1,1,1,2,1,1,1,1,0,1,0,1,0,2,0,1,0.5,2,1,2,1,1,0,1,1,2,0,1,1,2,0.5,1,0.5,1,1,1,NA,34,NA,graduate,NA,male
male,Lima,undergraduate,25,1,2,0,1,1,2,0.5,1,1,1,0,1,1,1,0.5,1,0.5,1,0.5,1,0.5,1,0,1,1,2,1.5,1,1,1,1.5,1,0.5,1,0.5,1,0,1,0.5,1,NA,25,NA,undergraduate,NA,male
male,Lima Metropolitana,secondary,66,0,2,0,1,1,2,1,1,1,1,0.5,1,0,1,0,1,1,2,0,1,0.5,1,0,1,1,2,1,1,1,1,1,1,0.5,2,0,1,0,1,0,1,NA,66,NA,secondary,NA,male
NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,0,1,0.5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA
female,Lima,graduate,30,0,2,1,2,1,1,1,1,1,1,0.5,1,0,1,1,1,0.5,2,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0.5,2,0,1,1,1,1,1,NA,30,NA,graduate,NA,female
female,Extranjero,undergraduate,25,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0.5,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,NA,25,NA,undergraduate,NA,female
female,Lima,secondary,28,0.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0.5,1,1.5,1,1,1,0,1,1,1,0,1,1,1,0.5,1,NA,28,NA,secondary,NA,female
female,NA,undergraduate,28,1,1,1.5,1,1,2,1,2,1,2,1,2,0.5,1,0,1,0,1,0,1,1,1,1,2,1,1,0,1,1,1,0,1,1,1,0.5,1,1,1,0.5,1,NA,28,NA,undergraduate,NA,female
female,Arequipa,undergraduate,26,0.5,2,1,2,1,2,1,1,1,2,0.5,1,0,1,1,1,0,2,1,1,1,1,0.5,1,1,2,0,2,1,1,1.5,1,1,1,0,1,0.5,2,0.5,1,NA,26,NA,undergraduate,NA,female
male,NA,NA,NA,1,1,0,1,1,2,0,2,1.5,1,0,1,1,2,1,2,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0.5,1,0,1,0.5,1,NA,NA,NA,NA,NA,male
male,Lima Metropolitana,undergraduate,28,1,2,0,1,0,1,1,1,1,1,1,1,0.5,1,0,1,0,1,0,1,0.5,1,0.5,1,1,1,1.5,1,1,1,1,1,1,1,0,1,0,1,0,1,NA,28,NA,undergraduate,NA,male
male,Lima,secondary,22,0,2,1,2,0.5,2,0,2,1,2,1,2,0,1,0,1,0,2,0,2,1,2,1,2,0.5,1,0,1,1,2,0,1,1,2,0.5,1,1,2,0.5,1,NA,22,NA,secondary,NA,male
female,Extranjero,undergraduate,2,0,1,1,1,1,1,1,2,1,2,1,2,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.5,1,1,1,0,1,NA,2,NA,undergraduate,NA,female
NA,NA,NA,NA,0.5,2,1,1,1,2,0.5,1,1,1,1,1,0.5,1,1,1,0,2,1,1,1,1,1,1,1,1,1.5,1,1,1,0,1,1,1,1,2,0.5,1,1,1,NA,NA,NA,NA,NA,NA
female,Extranjero,graduate,33,0,2,1,2,1,1,1,2,1,1,0.5,1,0,1,0,1,0,2,0.5,2,1,2,1,1,0.5,1,0,1,1,1,0,2,1,1,0.5,2,0.5,1,0.5,1,NA,33,NA,graduate,NA,female
female,Lima,graduate,49,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,NA,49,NA,graduate,NA,female
